Timestamp, Tweet-ID, Included(Y/N),Count
Tue Nov 12 11:17:23 +0000 2013,4.00221E+17,Y,
Tue Nov 12 11:52:44 +0000 2013,4.0023E+17,Y,
Tue Nov 12 13:16:59 +0000 2013,4.00251E+17,Y,
Tue Nov 12 13:27:32 +0000 2013,4.00254E+17,Y,
Tue Nov 12 18:01:28 +0000 2013,4.00322E+17,Y,
Tue Nov 12 19:24:46 +0000 2013,4.00343E+17,Y,
Tue Nov 12 20:05:58 +0000 2013,4.00354E+17,Y,
Tue Nov 12 22:46:51 +0000 2013,4.00394E+17,Y,
Tue Nov 12 22:59:09 +0000 2013,4.00397E+17,Y,
Tue Nov 12 23:11:08 +0000 2013,4.004E+17,Y,
Wed Nov 13 01:03:30 +0000 2013,4.00429E+17,N,
Wed Nov 13 01:03:31 +0000 2013,4.00429E+17,N,
Wed Nov 13 01:12:12 +0000 2013,4.00431E+17,N,
Wed Nov 13 03:21:37 +0000 2013,4.00463E+17,N,
Wed Nov 13 06:55:31 +0000 2013,4.00517E+17,N,
Wed Nov 13 09:02:47 +0000 2013,4.00549E+17,N,
Wed Nov 13 13:53:40 +0000 2013,4.00622E+17,N,
Wed Nov 13 14:06:06 +0000 2013,4.00626E+17,N,
Wed Nov 13 14:59:25 +0000 2013,4.00639E+17,N,
Wed Nov 13 16:38:01 +0000 2013,4.00664E+17,N,
Wed Nov 13 18:56:28 +0000 2013,4.00699E+17,N,
Wed Nov 13 23:16:26 +0000 2013,4.00764E+17,N,
Thu Nov 14 00:10:07 +0000 2013,4.00778E+17,N,
Thu Nov 14 00:30:12 +0000 2013,4.00783E+17,N,
Thu Nov 14 01:31:42 +0000 2013,4.00798E+17,N,
Thu Nov 14 02:43:47 +0000 2013,4.00816E+17,N,
