 Tweet Text, Information Source, Information Type, Informativeness
KING D ROYALTY http://t.co/2RJIrrnlOi … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 20,Not labeled,Not labeled,Not related
RT @BreakingNewzman: Protesters at @WhiteHouse being cleared as a precaution by Security Service as result of shootings at #LAX,Media,Other Useful Information,Related and informative
UNCONFIRMED: Everyone at #LAX is dead. Horde of gun toting zombies seen milling about food court. Again UNCONFIRMED  waiting on presser,Outsiders,Affected individuals,Related and informative
RT @DickMNixon: I wonder if this #tsa agent as the #laxshooter #lax is related to releasing #lapd of airport security 1 month ago #latimes …,Outsiders,Affected individuals,Related - but not informative
RT @jfknewsandviews: Condolences to #laxshooting TSA agent's family. @TSA @TSABlogTeam @iata @NY_NJairports @portauthority,Media,Sympathy and support,Related - but not informative
RT @traciglee: Update: @PetewilliamsNBC reports on @msnbc that the three shot at #LAX were all TSA employees.,Media,Affected individuals,Related and informative
"RT @DrumMagazine: Suspect arrested at #LAX after gunfight in Terminal 3, police say via BBC.",Media,Affected individuals,Related and informative
RT @Zap2it: #LAXShooting - @MythBusters @JamesFrancoTV  @nickjonas and more on the scene. http://t.co/KrsAxkZC2h,Media,Not applicable,Related and informative
#LAXShooting Any updates on gunman? Prayers with every one present there..,Outsiders,Sympathy and support,Related - but not informative
RT @nytimes: Updated: Suspect held in shooting at Los Angeles airport http://t.co/AYr3NjGqIM,Media,Other Useful Information,Related and informative
"Suspect shot, in custody at LAX http://t.co/JfQSA7saRG",Media,Affected individuals,Related and informative
FUCK!!!! @wusa9: #BREAKING: Police: LAX shooter opened fire with assault rifle,Outsiders,Affected individuals,Related and informative
RT @ReutersUS: TSA spokesperson: one TSA employee killed in #LAX shooting. A second TSA employee is injured. Live coverage at http://t.co/l…,Media,Affected individuals,Related and informative
RT @ToryBelleci: Shooters in #LAX That was f***ing terrifying!,Eyewitness,Sympathy and support,Related - but not informative
"Suspect shot, in custody at LAX http://t.co/9RUvh8NYL4",Media,Affected individuals,Related and informative
RT @CodySimpson: stuck in the airport terminal because of the shootings. praying for the victims,Eyewitness,Sympathy and support,Related - but not informative
#LAX shooting UPDATE checkpoint 1 dead 3 injured. CONFIRMED shooter may be passenger,Media,Affected individuals,Related and informative
"I heard 'three loud pops': A witness recounts the moments a shooter at LAX fired shots, causing chaos through ... http://t.co/Dehly5WTLs",Eyewitness,Affected individuals,Related and informative
RT @CaseyWianCNN: Huge traffic backup after #LAXshooting http://t.co/HUurtXzUkN,Media,Infrastructure and utilities,Related and informative
Fliers delayed after Los Angeles airport shooting: Thousands of fliers across the U.S. were delayed Friday aft... http://t.co/C6WsXwIfMo,Media,Infrastructure and utilities,Related and informative
RT @nypost: Witnesses describe LAX shooting suspect as fairly young and dressed in camouflage http://t.co/tgH6Ls9XGx,Media,Affected individuals,Related and informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
RT @richardroeper: Supt. McCarthy: LAX shooting might well have been a workplace-related incident. Reports say shooter was asking people …,Outsiders,Other Useful Information,Related and informative
RT @FlyAKLNews: Our thoughts are with the victims of the Los Angeles Airport shooting.,Media,Sympathy and support,Related - but not informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
RT @SkyNewsBreak: Update - Officials say three people injured including gunman following shooting at Terminal 3 at Los Angeles Airport,Media,Affected individuals,Related and informative
Some weirdo went into LAX airport wit a rifle &amp; start bussin... That shit ain't random! It's bout that time,Outsiders,Other Useful Information,Related and informative
"RT @cnnbrk: Gunman at #LAX was shot in chest multiple times, intelligence source says. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
RT @CapitalisticPig: @ChrisLoesch CBS reports LAX shooter was off-duty TSA. This means 3 mass shooting over past 4 years have been by Gover…,Media,Affected individuals,Related and informative
One killed in LA airport shooting: A suspect is in custody after one person was killed and seven wou... http://t.co/dMfBeNLeRt (#sprnch),Media,Affected individuals,Related and informative
"RT @BBCBreaking: Federal security officer killed in shooting at Los Angeles International Airport #LAX, officials say http://t.co/lcchvUHw2e",Media,Affected individuals,Related and informative
RT @billyraycyrus: Thoughts and prayers for all the victims and those affected by the shooting at LAX today.,Outsiders,Sympathy and support,Related - but not informative
"RT @ABC: DEVELOPING: The alleged suspect in the LAX Airport shooting this morning is a white male in his 20s, according to @pierretabc.",Media,Other Useful Information,Related and informative
Shooting at Los Angeles Int. Airport. Then a bomb threat from a plane leaving there coming to SA.. Tf is going on in Cali?,Outsiders,Other Useful Information,Related and informative
"LAX Shooter Kills TSA Agent, Prompts Mass Evacuation, Airport Lockdown http://t.co/aBPWge1D4Z",Media,Affected individuals,Related and informative
LAX shooting suspect is 23-year old Paul Anthony Ciancia,Outsiders,Affected individuals,Related and informative
RT @AmericanAir: We’ve updated our Travel Policy due to the incident at #LAX. Please check here for details: http://t.co/8T5JjPLyex,Business,Caution and advice,Related and informative
Harrowing. RT @latimes #LAX shooting: Officials say shooter was ticketed passenger http://t.co/Rf8bhoEeEW,Media,Affected individuals,Related and informative
RT @FoxNews: BREAKING: LA Coroner reports one dead in shooting at #LAX,Media,Affected individuals,Related and informative
RT @billyraycyrus: Thoughts and prayers for all the victims and those affected by the shooting at LAX today.,Outsiders,Sympathy and support,Related - but not informative
Rynnäkkökivääri laukusta... #LAXShooting,Not applicable,Not applicable,Not applicable
Watch live coverage of #LAXShooting http://t.co/CBJRoBlhTX,Media,Other Useful Information,Related - but not informative
RT @RealAlexJones: UPDATE: Flip-Flop: LAX Shooter Was Not a TSA Worker - http://t.co/vCfdtH46Xw,Media,Affected individuals,Related and informative
RT @stateofsimpson: Sending my prayers to all the victims and everyone who has been affected at the horrible shooting at LAX. Stay safe eve…,Outsiders,Sympathy and support,Related - but not informative
"RT @CNN: According to a federal source, a TSA officer was killed in the shooting @#LAX. Stay up to date w/the latest details: http://t.co/M…",Media,Affected individuals,Related and informative
"Timeline: Recent threats, attacks at #LAX http://t.co/nCoBp1QfEI #LAXShooting",Media,Other Useful Information,Related and informative
"RT @pattonoswalt: Let's see if the gun rights advocates can wait a decent interval before spouting their bullsh -- oops, never mind. #LAX",Outsiders,Other Useful Information,Related - but not informative
KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 29,Not labeled,Not labeled,Not related
"#LAX shooting: Man opens fire with rifle, kills TSA worker, wounds 3 others http://t.co/GVkKGT5gDE",Media,Affected individuals,Related and informative
"RT @VictoriaTaft: Off duty @PPB officer helpless bystander at #LAX ,And she said this was actually the one time she decided not to... http…",Outsiders,Affected individuals,Related and informative
RT @ThatBoyJacob: These spokesperson's need to show a little compassion and get some people skills. #UCLAMedicalCenter #LAX,Outsiders,Sympathy and support,Related - but not informative
RT @kellieo79: What happened to responsible journalism?? Too much misinformation floating around...#LAXShooting,Outsiders,Other Useful Information,Related - but not informative
Really? When someone uses hash tag 'whatajoke' because flights are delayed at #LAX it's a sign to unfollow them.,Outsiders,Not applicable,Related - but not informative
Dont worry-not hurt or guilty. I'm tired of being huddled on the sidewalk &amp; not knowing when guns will stop or if I'll get to Bali #LAX,Eyewitness,Affected individuals,Related - but not informative
@DRUDGE_REPORT So how did he get past security with a gun? #LAX #Obama #TSA,Media,Other Useful Information,Related - but not informative
RT @washingtonpost: Law enforcement official: Suspect in #LAXshooting is alive and being treated at hospital http://t.co/rymryvEhCy #LAX,Media,Affected individuals,Related and informative
"RT @jonathanspaul: Red Cross food arriving for ~1000 ppl locked down at #lax Bradley. Wash it down with @southwest beer, errr water. http:/…",Not labeled,Not labeled,Not related
RT @washingtonpost: Law enforcement official: Suspect in #LAXshooting is alive and being treated at hospital http://t.co/rymryvEhCy #LAX,Media,Affected individuals,Related and informative
L.A. airport shooting kills TSA officer: report http://t.co/yjUbZdxdb0 @nra #gunfail,Media,Affected individuals,Related and informative
"RT @cnnbrk: At least 2 #TSA agents shot at #LAX: 1 died, 1 wounded in leg, TSA says. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
RT @sanpedrotoday: Watch LAX police chief (and San Pedran) Patrick Gannon answer questions about the #LAXshooting in a press... http://t.co…,Media,Affected individuals,Related and informative
RT @heatherhoylee: The shooting at LAX is going to make airport security even more of a pain in the ass,Outsiders,Caution and advice,Related - but not informative
"RT @nbcwashington: #BREAKING: Suspect arrested in #LAX shooting is 23-year-old Paul Anthony Ciancia, a U.S. citizen: http://t.co/ea6UdVFrWu",Media,Other Useful Information,Related and informative
RT @6shotRugaRell_: Due to the Sniper incident that has taken place in LAX airport @StaceyHashh will not be in attendance for the #UpperEch…,Outsiders,Affected individuals,Related and informative
RT @CodySimpson: stuck in the airport terminal because of the shootings. praying for the victims,Outsiders,Sympathy and support,Related - but not informative
RT @Jydawg11: I guess the TSA and FBI is having trouble finding patsies to shoot shit up so their just doing it themselves now! #LAXShooting,Outsiders,Not applicable,Related - but not informative
RT @Reagan_Nation: LAX Shooting: Watch Suspected GUNMAN Arrested at Los Angelest Airport http://t.co/1vTTfnNEq9,Media,Affected individuals,Related and informative
RT @CBSLA: UPDATE: #LACoroner confirms 40y/o man has died.Unclear if its #TSA agent who was reported killed during #LAXShooting. http://t.c…,Media,Affected individuals,Related and informative
"#LAX FBI says Grimace may have had accomplice, looking for twelve foot yellow bird driving Clown car with plate number Snuffy",Government,Other Useful Information,Related and informative
RT @CodySimpson: stuck in the airport terminal because of the shootings. praying for the victims,Eyewitness,Sympathy and support,Related - but not informative
RT @NASHOVERSTREET: Keep the victims at LAX in your prayers.  I hate hearing about senseless acts like this. So sad.,Outsiders,Sympathy and support,Related - but not informative
One killed in LA airport shooting http://t.co/3PDnsosk37,Media,Affected individuals,Related and informative
"RT @eonline: Stay safe, L.A.--we're keeping everyone involved in the #LAXShooting in our prayers! ♥",Outsiders,Sympathy and support,Related - but not informative
Live: LAX shooting: 'Multiple victims' hit; at least 7 hurt http://t.co/pqT8tQUhH1,Media,Affected individuals,Related and informative
RT @KristinDavis: Thank you to the @TSA #LAPD and everyone who came together today at #LAX  to help,Outsiders,Sympathy and support,Related - but not informative
"RT @LadyVeteran23: #LAXShooting will be followed by gun control legislation that will promise if you like your gun, you can keep it (for …",Media,Other Useful Information,Related - but not informative
RT @wilw: I am shocked — shocked — that LAX shooter used an AR-15. It’s almost like that gun only exists to kill as many people as quickly …,Outsiders,Sympathy and support,Related - but not informative
RT @CodySimpson: stuck in the airport terminal because of the shootings. praying for the victims,Eyewitness,Sympathy and support,Related - but not informative
RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,Media,Other Useful Information,Related and informative
@Joelcool7 @judgealexferrer @DebbieDowner4 The LAX shooter is reported to be an Off-Duty TSA Agent. The guy you're saying would have access,Outsiders,Affected individuals,Related and informative
RT @adamlambert: Tragic news about LAX. Thoughts and prayers w victims.,Outsiders,Sympathy and support,Related - but not informative
PEOPLE DONT BELIEVE ME WHEN I SAY LAX IS THE MOST RATCHET AIRPORT!!! Smh,Not labeled,Not labeled,Not related
"RT @BBCBreaking: Federal security officer killed in shooting at Los Angeles International Airport #LAX, officials say http://t.co/lcchvUHw2e",Media,Affected individuals,Related and informative
RT @ABC: ABC has conflicting reports from law enforcement on condition of LAX suspect; cannot confirm shooter is dead as previously reporte…,Media,Affected individuals,Related and informative
Shooting at LAX today... :( So sad. I am so grateful to live in a Country that has gun control. #LAX #LAXShooting #guncontrol,Outsiders,Sympathy and support,Related and informative
#BREAKING: LOS ANGELES (AP) -- Law enforcement officials identify LA airport shooting suspect as 23-year-old Paul Ciancia. #wsbtv,Media,Affected individuals,Related and informative
RT @jamiekilstein: Do we....do we bomb Iraq? #lax,Outsiders,Not applicable,Related - but not informative
RT @Brosner85: #BREAKING: LOS ANGELES (AP) -- Law enforcement officials identify LA airport shooting suspect as 23-year-old Paul Ciancia. #…,Media,Affected individuals,Related and informative
If I'm gonna shoot up a place I'm gonna shoot to kill not to injure. The LAX shooter is probably white!,Outsiders,Not applicable,Related and informative
@cnnbrk @john_siracusa  JEFF ANDERSON LLC @STOPTHEPIRATES  LAX Airport Shooting FALSE FLAG! http://t.co/DWLImiluNQ…,Not labeled,Not labeled,Not applicable
RT @rauldemolina: El rifle que se usó en el tiroteo del aeropuerto de #LAX hoy donde murió un #TSA y varios heridos http://t.co/bdVqDaxsck,Not labeled,Not labeled,Not applicable
"RT @BreakingNews: Law enforcement officials identify Los Angeles airport shooting suspect as 23-year-old Paul Ciancia - @AP, @NBCNews",Media,Affected individuals,Related and informative
RT @guardiannews: Los Angeles airport shooting: one dead and several injured – live http://t.co/cm0iMQ95WA,Media,Affected individuals,Related and informative
@calebtedictator: Modern warfare 2 predictes the LAX shooting wtf smh lol literally only thing in common was that it was AT an airport,Outsiders,Other Useful Information,Related - but not informative
One killed in LA airport shooting: A suspect is in custody after a transportation official was killed and seven injured in a shooting...,Media,Affected individuals,Related and informative
"RT @ABC7: #LAX UPDATE: 7 patients treated, 6 transported to area hospitals http://t.co/u5lTveArpy",Media,Affected individuals,Related and informative
Y los 5000 filtros? :( @CNNEE: parece mostrar un arma en el piso en el aeropuerto de Los Ángeles #LAX http://t.co/0gzmSNTQhg”,Not labeled,Not labeled,Not applicable
RT @AP: BREAKING: Law enforcement officials identify LAX shooting suspect as 23-year-old Paul Ciancia.,Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
"Lone suspect in Los Angeles #LAX airport shooting named to US media as Paul Ciancia, 23, by law enforcement officials http://t.co/0LZfFKpYqN",Media,Affected individuals,Related and informative
"RT @TheLeadCNN: #LAXShooting witness VernonCardenas: As soon as I saw him, I knew he was the shooter bc he wasn't moving with urgency. #The…",Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
@theyoungballa @xomputer Yes! Initial reports had multiple suspects. But #MSM quick to perpetuate #loneshooter #propaganda. #LAXShooting,Outsiders,Other Useful Information,Related and informative
RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,Media,Other Useful Information,Related and informative
RT @THEREALCHASKE: My thoughts and prayers go out to the victims of the LAX shooting. WTF?!,Outsiders,Sympathy and support,Related - but not informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
"⬇︎のせいで、LAXに入れない。勘弁してくれよ、、  1 dead, multiple victims in LAX shooting spree http://t.co/e8lfuFCnSM via @USATODAY",Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
Suspected LAX shooter in custody; multiple injuries http://t.co/HSTuXgMZWP,Media,Affected individuals,Related and informative
RT @TotalTrafficLA: #ElSegundo security incident on 105 WB between Nash St and Sepulveda Blvd in #Lax #LAtraffic http://t.co/m7VRJAEhey,Not labeled,Not labeled,Not related
#LAXshooting: Officers didn’t hesitate to confront gunman - Daily Bulletin - http://t.co/ooJZdZqguB,Media,Affected individuals,Related and informative
RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq,Media,Affected individuals,Related and informative
NBC News’ Pete Williams: LAX Shooter Paul Anthony Ciancia Had ‘Strong Anti-Government Views’ | Mediaite http://t.co/4kuo4QCYEe,Media,Affected individuals,Related and informative
NBC News: LAX Shooter Anti-Government http://t.co/HtTmjRTe22,Media,Affected individuals,Related and informative
"RT @AP: LAX latest: _ Police ID shooting suspect as Paul Ciancia.  _ TSA worker killed, 2 others wounded. _ Shooting disrupts flights natio…",Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
Suspect shot and in police custody. Witnesses say it was pandemonium. Chaos at #LAX. A gunman walked in and a TSA agent Killed. #Unreal,Outsiders,Affected individuals,Related and informative
RT @GossipCop: Stars React to LAX Airport Shooting: http://t.co/LZAhCdkVCW,Media,Affected individuals,Related and informative
RT @nytimes: Updated: At least 7 people were injured in shooting by gunman at Los Angeles International Airport http://t.co/aMkeNeWVii,Media,Affected individuals,Related and informative
"RT @BreakingNews: 133 flights cancelled, 293 delayed after shooting at Los Angeles airport - @latimes http://t.co/vhYBBAwKJd",Media,Infrastructure and utilities,Related and informative
"RT @BreakingNews: 133 flights cancelled, 293 delayed after shooting at Los Angeles airport - @latimes http://t.co/vhYBBAwKJd",Media,Infrastructure and utilities,Related and informative
"RT @911LAPD: Per @LAX_Official, the next #LAX News Briefing will be 4pm. #Media staging area is now located @ #LAWA Administration visitors…",Government,Other Useful Information,Related and informative
"Guy in Austin, Texas. #austin #texas #lax #thatsaknife @ Starbucks http://t.co/SHtXyd52eC",Not labeled,Not labeled,Not related
"TSA agent killed, six wounded in Los Angeles airport shooting http://t.co/MGbw4jalT5",Media,Affected individuals,Related and informative
RT @QueenPetraK: Law enforcement sources: #LAX suspect is 23-year-old man with addresses in L.A. and New Jersey. via CNN http://t.co/X45Erb…,Media,Affected individuals,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related and informative
RT @dinahjane97: OMG just heard about the shooting at the LAX AIRPORT #prayingNoonegothurt,Outsiders,Sympathy and support,Related - but not informative
"RT @soniamoghe: Police ID LAX shooting suspect: Paul Ciancia, of LA/NJ. Looked name up on FB, found this man, listed as TSA worker http://t…",Outsiders,Affected individuals,Related and informative
"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
RT @dinahjane97: OMG just heard about the shooting at the LAX AIRPORT #prayingNoonegothurt,Outsiders,Sympathy and support,Related - but not informative
RT @dinahjane97: OMG just heard about the shooting at the LAX AIRPORT #prayingNoonegothurt,Outsiders,Sympathy and support,Related - but not informative
RT @Nightline: Next news conference on #LAXshooting at 7 p.m. ET,Media,Other Useful Information,Related and informative
Suspect in LAX shooting that killed TSA worker ID'd - http://t.co/mSzDDT5KrD (Latest) http://t.co/WI6CGKuTUj #fashion #sports,Media,Affected individuals,Related and informative
RT @OfficialChehon: My heart goes out to all affected by today's tragic events at LAX😔 ...How many shootings will it take before it becomes…,Outsiders,Sympathy and support,Related - but not informative
RT @BradWillis: I am halfway across the world &amp; Twitter is bringing me news of the #LAX shooting faster than CNN’s site. This is…the new ag…,Outsiders,Other Useful Information,Related - but not informative
"RT @BryFitz: A large amount of chaos took place. Seven injured at LAX shooting, one TSA worker killed, suspect in custody. http://t.co/vQ…",Media,Affected individuals,Related and informative
RT @koconews: LAX suspect shot; TSA officer killed http://t.co/uKWSCHVJZk,Media,Affected individuals,Related and informative
RT @joshtrujillo: Scene inside #LAX via @TJD19083:  https://t.co/Fm8g5X06sO,Eyewitness,Other Useful Information,Related and informative
"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Other Useful Information,Related and informative
ANOTHER STUNNER FROM LAX: Photo of couple on empty street in heart of airport. @laura_nelson http://t.co/v5fmsdiKAt,Eyewitness,Affected individuals,Related - but not informative
LAX suspect shot; TSA officer killed: A man pulled an assault rifle out of a bag and began to open fire Friday... http://t.co/INbHjMMWIu,Media,Affected individuals,Related and informative
"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
"LAX Airport Shooting: Mythbusters' Grant Imahara, Tory Belleci Safe After Being Inside Terminal http://t.co/gJX1n47b13",Media,Affected individuals,Related and informative
The alleged LAX shooter reportedly had a hand-written note that said he wanted to kill TSA and pigs. http://t.co/jlL2tSufSz,Media,Other Useful Information,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
"RT @cnnbrk: Federal official: #LAX suspect had materials expressing anti-government sentiment, anger at TSA. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
RT @AriDavidUSA: Breaking news! #LAXShooting suspect identified as Aziz Durkha Jihad! He reportedly went on rampage after trying to purchas…,Media,Affected individuals,Related and informative
Shooting at #LAX Airport :( &amp; somehow they always find my shampoo/bodywash but not the guns!!.. #SMH,Outsiders,Other Useful Information,Related - but not informative
@Annabanamw right. He got through security and started shooting in the gate area. They shut down the airport today. It's breaking news lol,Outsiders,Other Useful Information,Related and informative
LAX Gunman Identified After Airport Shooting Spree: A gunman armed with an assault rifle entered a terminal at... http://t.co/6mm2cCweBJ,Media,Affected individuals,Related and informative
"RT @airlinegeeks: RT @ohareaviation: Terminal 1, 2 and TBIT open at #LAX @LAX_Official. Terminal 3 still closed. #LAXShooting. LA ATC busy …",Media,Infrastructure and utilities,Related and informative
RT @AlfredoFlores: My prayers are with the family of the TSA agent who was killed today at LAX and the other victims injured in this shooti…,Outsiders,Sympathy and support,Related - but not informative
"RT @BuzzFeedNews: Pennsville, NJ police chief: #LAXshooting suspect texted family Friday that he was thinking of killing himself. http://t.…",Media,Affected individuals,Related and informative
Sad news from #LAX,Outsiders,Sympathy and support,Related - but not informative
"RT @ABC7: #LAX UPDATE: Airport getting ready to allow employees back into Terminal 2, according to LAPD http://t.co/4WISRGIiyI via @ABC7Elex",Media,Infrastructure and utilities,Related and informative
All these #democrats running around raping &amp; killing people #LAXShooting they hang out with #Muslims believe the islamic jihadist ideology,Outsiders,Other Useful Information,Related - but not informative
"LAX: Gunman opens fire at LA airport: A lone, black-clad gunman carrying a high-powered assault rifle opened fire and killed a TSA wo...",Media,Affected individuals,Related and informative
RT @russmulry: Are you an Australian at LAX? Contact @angelacox7news if you are. #LAX #LAXShooting,Media,Affected individuals,Related - but not informative
RT @JollyGreenApple: **** BREAKING NEWS **** LAX SHOOTING VIDEO LEAKED ---- Go here: http://t.co/Y4GWMbuYnt ~~~~~~~~~~~~~~~~~~~ #LAX #LAXSh…,Outsiders,Affected individuals,Related and informative
"“@HaleyPhamily: Sad my reaction to the #LAXShooting was oh, another shooting?”",Outsiders,Sympathy and support,Related - but not informative
"LAX Shooting -- VIDEO Shows Chaos, Panic: Panic and chaos erupted after a gunman opened fire at L.A. International Airport ... and th...",Media,Other Useful Information,Related and informative
RT @dinahjane97: OMG just heard about the shooting at the LAX AIRPORT #prayingNoonegothurt,Outsiders,Sympathy and support,Related - but not informative
"Suspect in custody after Los Angeles airport shooting, police say (Christian Science Monitor): Share With Frie... http://t.co/zHKOOnbbz0",Media,Affected individuals,Related and informative
"LAX suspect shot, TSA officer killed http://t.co/BUFuekgMNU",Media,Affected individuals,Related and informative
"#UpdatedObamacareSlogans At least the #tcot GOP let's Felons, terrorists &amp; criminally insane can purchase AR15s w/o backround checks #LAX",Outsiders,Other Useful Information,Related and informative
"RT @iCollectNews: LAX Shooter Identified, Wanted To Kill TSA And Pigs http://t.co/8YfWAZg5Vn",Media,Affected individuals,Related and informative
"Due to news coverage of the shootings at LAX, viewers in Los Angeles can see today’s #YR at 2:05AM.",Media,Other Useful Information,Related - but not informative
RT @ToryBelleci: Almost 4 hrs since the shooting. Still here. 2000+ people. They're handing out waters &amp; snacks. #LAXShooting http://t.co/N…,Eyewitness,Affected individuals,Related and informative
whats up with all of these shootings? now lax? people are so messed up,Outsiders,Sympathy and support,Related - but not informative
MSNさんからRT:　Here is an updated story on the Los Angeles airport shooting http://t.co/d4piSxrJ4x　　11月02日7時07分台のニュースでした,Media,Infrastructure and utilities,Related and informative
RT @ToryBelleci: Almost 4 hrs since the shooting. Still here. 2000+ people. They're handing out waters &amp; snacks. #LAXShooting http://t.co/N…,Outsiders,Affected individuals,Related and informative
Cheers in the terminal. First flight boarding since the lock down. Happy travelers. #LAX,Eyewitness,Infrastructure and utilities,Related - but not informative
Witnesses describe intense scene at LAX shooting: LOS ANGELES - Los Angeles International Airport was a scene of... http://t.co/ger0DQDAyU,Eyewitness,Affected individuals,Related and informative
"RT @KTLA: FBI confirms LAX shooting suspect is Anthony Ciancia, 23, a resident of Los Angeles http://t.co/GZ1B338neF",Media,Other Useful Information,Related and informative
"I GET 4685 REALL FOLLOWERS! http://t.co/cy2AAVRqor  ✈Ken Jeong,Mr. Chow,#UpdatedObamacareSlogans,#LAX,TSA,#BC13,#NoSh http://t.co/huuyZU6XlO",Not labeled,Not labeled,Not related
Timeline For LAX Shooting - 'Multiple victims' hit; gunman had rifle. http://t.co/Nm0fJUGfmK,Media,Affected individuals,Related and informative
"RT @BreakingNews: Law enforcement officials identify Los Angeles airport shooting suspect as 23-year-old Paul Ciancia - @AP, @NBCNews",Media,Affected individuals,Related and informative
"FBI Los Angeles confirms shooter identity as Paul Anthony Ciancia, 23 of LA. #LAXShooting",Government,Affected individuals,Related and informative
Security increasd at Bob Hope Airport due 2 LAX shootin http://t.co/pPuhYT5OJa #BobHopeAirport #JennyWedge #LAX #VictorGill,Media,Other Useful Information,Related and informative
RT @ToryBelleci: Just released from the secured holding area. Sighs of relief. This day doesn't seem real. #LAXShooting http://t.co/2WQwHB2…,Eyewitness,Affected individuals,Related - but not informative
RT @S1A2L345: So theres been a shootin in #lax airport? Since thats all I see trendin &amp; dont see #terrorist trendin Im going to assume it w…,Outsiders,Affected individuals,Related - but not informative
RT @Nattha_ThaiPBS: ระทึก! เกิดเหตุยิงที่สนามบิน LA สหรัฐ เสียชีวิต 1 คน เที่ยวบินล่าช้า 4-5 ชั่วโมงแล้ว #LAX,Not labeled,Not labeled,Not applicable
"TSA agent killed in LAX shooting, suspect ID'd http://t.co/3pqTEEC8wR via @YahooNews Haish... @TeenyJaz @ffazianti",Media,Affected individuals,Related and informative
RT @TheMuslimGuy: BREAKING NEWS: Media reports saying that #LAX shooter was a young white male with rifle..Since it wasn't a brown dude..…,Outsiders,Affected individuals,Related and informative
"RT @cnnbrk: Official: #LAX gunman asked people, Are you #TSA? If they said no, he moved on. http://t.co/xuWPhFfeje",Media,Affected individuals,Related and informative
"RT @JamesFrancoTV: #Lax - terminal, empty; police, patrolling; people, waiting - peace and love http://t.co/CqIOSj5i3j",Not labeled,Not labeled,Not related
